Customer_ID,Age,Gender,Region,Annual_Income,Years_as_Customer,Email_Opt_In,Promotion_Response,Num_Campaigns_Received,Num_Campaigns_Clicked,Website_Visits_Per_Month,App_Usage_Hours_Month,Social_Media_Engagement_Score,Total_Spend,Num_Purchases_Last_Year,Avg_Order_Value,Discount_Usage_Rate,Customer_Satisfaction_Score,Support_Tickets_Raised,Loyalty_Program_Member,Preferred_Channel,Last_Purchase_Days_Ago,Target_Churn
CUST11190,39,Other,North,80039.25,0.5,yes,Unsubscribed,5,1,14,3.9,18.5,2173.04,8,271.63,0.17,7.3,1,No,In-Store,71,Yes
CUST10756,44,Female,Central,30391.3,2.2,Yes,Ignored,8,1,13,3.1,23,1094.26,10,109.43,,7.7,1,No,In-Store,193,Yes
CUST11056,38,Male,South,108491.82,8.2,Yes,Responded,6,2,4,1.8,85.7,556.76,15,37.12,0.273,6.2,1,Yes,Mobile App,106,Yes
CUST10368,39,Female,West,53798.32,1.1,No,Ignored,6,1,10,0.2,97.9,1107.47,6,184.58,0.205,4.9,2,Yes,Mobile App,9,No
CUST10862,57,FEMALE,East,111214.68,0.3,Yes,Ignored,1,0,9,2.9,59.4,558.49,3,186.16,0.472,9.5,0,Yes,In-Store,36,No
CUST10722,22,Male,North,95255,3.7,No,Responded,10,4,5,1.7,8.9,1025.97,8,128.25,,7.9,2,Yes,Online,33,No
CUST10132,25,Male,South,34248.66,0.2,No,Unsubscribed,5,1,7,3.9,,859.89,11,78.17,0.323,5.7,0,No,Online,18,Yes
CUST10222,46,Male,South,34511.88,2.2,No,Ignored,2,0,5,,,852.49,7,121.78,0.006,6.3,0,Yes,Online,8,No
CUST10946,20,Female,South,,1,No,Ignored,5,1,9,11.5,86.2,1235.54,9,137.28,0.285,5,0,No,Online,17,No
CUST10267,21,Other,South,86375.32,2.3,Yes,Responded,7,1,5,1.9,98.5,860.83,8,107.6,0.195,6.6,0,Yes,In-Store,1,No
CUST10948,37,Female,Central,49062.34,1.4,yes,Responded,6,1,9,3,5.2,1112.58,5,222.52,0.281,4.9,1,Yes,In-Store,22,Yes
CUST10081,42,Male,North,122900.41,1.8,Yes,Ignored,6,0,6,5.1,92.5,940.29,10,94.03,0.191,6.3,0,Yes,Online,35,No
CUST10625,32,Female,West,30651.84,2.4,No,Ignored,4,0,4,3,47.2,1119.29,4,279.82,0.329,1.8,2,No,Online,1,Yes
CUST10669,51,Male,West,93963.56,1.1,No,Responded,4,1,8,1,81.1,388.68,6,64.78,0.107,5.7,0,No,Online,109,Yes
CUST10115,42,Female,East,32191.14,1.3,Yes,Ignored,7,1,10,,31.3,377.79,7,53.97,0.228,6.1,1,No,Online,14,No
CUST10955,51,Other,West,81675.13,4.1,Yes,Responded,11,0,6,13.4,32.3,832.76,8,104.1,0.43,6.7,1,No,Online,30,Yes
CUST10734,50,Female,South,19303.04,3,No,Responded,7,2,12,6,73.7,1255.13,3,418.38,0.181,8.5,1,Yes,In-Store,43,No
CUST11135,50,Male,South,46087.6,1.3,Yes,Ignored,5,2,6,0.2,45.5,1632.77,9,181.42,0.37,5.2,3,No,In-Store,30,No
CUST10208,44,Other,West,51385.11,0.7,Yes,Responded,8,3,9,,10.7,950.56,7,135.79,0.172,7.1,0,No,Online,18,No
CUST10344,32,Female,South,70629.19,1.1,Yes,Ignored,11,1,8,2.9,31.5,710.71,9,78.97,0.573,3.8,0,No,Online,65,No
CUST10329,46,Female,North,16913.21,8.5,Yes,Ignored,7,1,5,10.2,16.9,1172.1,5,234.42,0.559,5.8,1,Yes,Online,74,No
CUST11047,19,Female,West,72014.78,10.8,Yes,Responded,10,3,10,1.1,59.7,338.72,12,28.23,,6,0,Yes,Online,5,No
CUST10014,18,Female,East,,7,Yes,Ignored,9,5,5,2.7,55.1,841.17,11,76.47,0.186,8,1,Yes,Online,44,No
CUST10817,49,Male,West,61607.49,4,Yes,Ignored,4,2,14,1.6,13.6,2061.32,8,257.67,0.33,7.1,2,No,Mobile App,19,No
CUST10519,47,Male,East,68799.07,1.7,Yes,Ignored,4,1,6,2,35.6,753.87,5,150.77,0.39,10,1,Yes,In-Store,2,No
CUST10536,28,Female,South,97329.74,9.5,Yes,Ignored,5,0,10,4.2,95.3,603,8,75.38,0.059,,2,No,In-Store,6,No
CUST10704,19,Female,West,72584.25,0.4,Yes,Responded,7,3,8,6.7,56.7,873.94,8,109.24,0.551,3.8,0,No,Online,40,Yes
CUST10711,37,Male,East,69606.07,,Yes,Ignored,10,1,9,3.3,10.5,705.7,11,64.15,0.26,7.1,1,No,Online,8,No
CUST10662,38,Female,South,77198.17,0.8,No,Responded,9,2,14,2.2,40.8,744.67,8,93.08,,6.1,1,Yes,Online,92,Yes
CUST10405,45,Female,South,52202.33,0.3,Yes,Responded,3,1,13,3.6,42.3,803.6,8,100.45,0.109,7.7,2,Yes,In-Store,1,No
CUST11153,22,Other,South,20389.94,1.7,No,Ignored,5,1,12,4.3,58.4,1072.73,8,134.09,0.128,6.4,2,No,Online,57,No
CUST10935,32,Male,South,69572.5,8.2,No,Ignored,6,1,10,11.4,34.9,1101.58,10,110.16,0.172,7.2,1,Yes,Online,14,No
CUST10965,55,Female,East,16386.48,14.4,Yes,Unsubscribed,6,3,11,5.2,79.8,1202.94,5,240.59,0.655,4.3,1,No,Mobile App,128,No
CUST10485,21,Other,North,17713.33,7.7,Yes,Ignored,7,4,8,10,96.8,1721.09,7,245.87,0.374,6.2,1,No,Mobile App,40,No
CUST10006,57,Male,Central,,0.5,Yes,Ignored,7,2,7,0.7,51.1,769.26,12,64.1,0.196,4.6,0,Yes,Online,52,No
CUST10425,54,Female,North,20512.12,0.5,Yes,Responded,7,3,6,3.5,49.4,741.45,9,82.38,0.202,10,3,No,Mobile App,4,No
CUST10797,46,Female,North,67331.12,1.7,Yes,Responded,4,0,9,0,8.6,1993.7,3,664.57,0.43,7,1,No,Online,44,No
CUST10367,38,Female,Central,17587.21,6.3,Yes,Responded,7,0,5,9.9,54.3,332.29,8,41.54,0.239,4.9,1,No,Mobile App,111,Yes
CUST10816,41,Female,South,80442.64,1.8,Yes,Responded,2,0,13,1.2,73,1825.04,7,260.72,0.358,6.1,0,Yes,Mobile App,24,No
CUST10559,33,Female,North,52515.38,0.4,No,Unsubscribed,3,1,7,2,10.6,976.17,13,75.09,0.573,5,3,Yes,Online,97,Yes
CUST11029,26,Female,East,70080.19,4.1,Yes,Ignored,10,2,6,4.1,,1145.82,7,163.69,0.218,9.1,0,No,In-Store,8,No
CUST10375,29,MALE,South,72610.95,0.6,Yes,Ignored,3,0,4,11.3,7.3,995.68,7,142.24,0.173,6.7,0,No,In-Store,35,No
CUST10534,30,Male,Central,111761.24,2.6,Yes,Responded,3,1,7,1.8,9.9,2064.32,10,206.43,0.235,7.1,1,No,In-Store,85,No
CUST10026,24,Male,East,53532.39,2.9,Yes,Ignored,3,0,12,4.5,60.9,1605.07,6,267.51,0.126,7.1,2,Yes,In-Store,11,No
CUST10733,18,Male,East,75549.19,4.1,No,Responded,3,1,8,13.7,88.5,1767.67,4,441.92,0.548,9.1,1,No,Mobile App,76,No
CUST11139,46,Male,East,36685.62,6.7,Yes,Responded,4,1,8,1.9,43.8,632.39,5,126.48,0.265,4.3,3,No,Online,5,No
CUST10930,31,Male,West,48445.39,20,Yes,Ignored,2,1,1,0.7,80.4,635.96,5,127.19,0.138,7.8,0,Yes,In-Store,26,No
CUST10664,29,Male,North,21841.54,10,Yes,Ignored,5,1,7,3.9,69,743.68,7,106.24,0.354,,1,Yes,Online,17,No
CUST10801,32,Male,East,33767.56,1.4,No,Responded,4,1,3,0.2,35.6,1086.58,6,181.1,0.408,8.4,1,No,In-Store,41,No
CUST11144,36,Male,West,53649.87,0.4,Yes,Responded,6,1,13,1.1,29.5,582.6,10,58.26,0.213,,1,Yes,Online,86,Yes
CUST10763,37,Female,North,34664.08,2.2,Yes,Unsubscribed,4,0,12,4.2,14.5,690.66,7,98.67,0.286,5.1,0,Yes,Online,174,Yes
CUST10889,51,MALE,North,58133.51,2.5,Yes,Ignored,7,1,8,1.1,71.1,769.21,8,96.15,0.321,5.5,3,Yes,Mobile App,224,Yes
CUST11198,41,Female,West,63362.98,0.8,Yes,Ignored,5,4,8,13.8,,758.17,12,63.18,0.316,6.3,4,No,In-Store,59,Yes
CUST10623,54,Male,East,99003.27,0.3,Yes,Ignored,7,1,8,,51.5,986.82,10,98.68,0.438,9.8,0,Yes,Online,293,Yes
CUST10232,39,Male,South,65021.95,0.9,No,Responded,3,0,13,2.3,24.2,653.21,11,59.38,0.166,7.3,0,No,Online,37,Yes
CUST11167,45,Male,South,78450.55,2.1,No,Ignored,6,1,6,1,61.6,757.05,8,94.63,0.248,5.4,2,No,Mobile App,77,Yes
CUST10957,43,Male,Central,72663.06,3.7,Yes,Responded,5,0,8,2.2,64.9,1529,4,382.25,0.1,6.7,1,No,Online,99,Yes
CUST10028,31,Male,North,28325.27,3.8,No,Responded,4,1,7,1.4,26.3,888.31,13,68.33,0.021,9.6,1,Yes,Mobile App,5,No
CUST10631,56,Female,West,88757.37,3.6,Yes,Ignored,8,5,10,3.1,4.7,645.18,12,53.76,0.205,9,2,Yes,Online,47,No
CUST10539,31,Female,West,58094.27,1.8,Yes,Ignored,5,1,5,0.1,89.2,616.11,14,44.01,0.534,9.6,5,Yes,Mobile App,61,No
CUST11195,43,Male,South,31450.16,3.5,Yes,Unsubscribed,10,6,7,8.2,22.7,939.47,9,104.39,0.211,6.9,3,No,In-Store,1,No
CUST10288,41,Male,South,47660.94,2.7,No,Ignored,7,0,5,1,85.6,1253.67,8,156.71,0.253,,0,Yes,Online,34,No
CUST10824,33,Female,West,16462.46,1.4,Yes,Ignored,3,1,9,18.8,88.8,687.47,9,76.39,0.281,6.7,2,No,Online,29,No
CUST11049,55,Female,North,181662.72,8.9,No,Ignored,6,1,8,4.9,95.2,822.63,6,137.1,0.036,3.5,1,No,Mobile App,34,No
CUST10932,21,Male,West,51701.34,3.9,No,Ignored,10,5,8,5,1.7,946.79,9,105.2,0.334,7.2,0,Yes,Online,11,No
CUST10596,35,Female,East,14115.54,5.7,No,Ignored,9,1,11,6.2,41.6,2732.43,9,303.6,0.644,6.6,2,No,Online,32,No
CUST11100,50,Male,West,58219.67,0.4,Yes,Ignored,8,4,5,1.5,73.6,328.2,6,54.7,0.274,7.9,2,No,Online,53,No
CUST10434,56,Male,South,76512.86,11.2,No,Ignored,5,1,8,3,9.6,1053.5,13,81.04,0.105,6.4,1,Yes,Mobile App,3,Yes
CUST10544,18,Male,South,72898.77,1.1,Yes,Unsubscribed,2,0,9,12.4,78,974.04,9,108.23,0.251,6.9,0,Yes,In-Store,4,Yes
CUST10894,55,Female,South,58948.45,0.4,Yes,Ignored,7,2,6,0.1,84.7,1212.68,7,173.24,0.508,6.6,2,No,In-Store,117,No
CUST10078,39,Male,West,50051.48,4,No,Ignored,8,4,7,1.2,65,1043.5,8,130.44,0.395,8.2,2,Yes,Mobile App,18,Yes
CUST10530,46,Other,South,52327.01,,No,Responded,4,1,10,6.6,17.8,862.34,9,95.82,0.241,10,1,No,Online,57,No
CUST10943,37,Male,East,74893.44,0.7,Yes,Ignored,9,2,9,2.4,25.1,2112.97,9,234.77,0.251,7.9,1,Yes,Online,70,No
CUST10448,32,Other,Central,47724.65,5.7,No,Ignored,10,2,8,0.6,28.7,1007.41,5,201.48,0.457,4.2,1,Yes,Mobile App,36,No
CUST10015,31,Male,South,39492.8,1.3,No,Ignored,8,3,6,0.3,31.1,1443.46,8,180.43,0.511,8.6,2,Yes,Online,20,No
CUST10454,32,Female,North,66681.39,2.7,Yes,Unsubscribed,7,2,6,0.5,58,1434.06,9,159.34,0.318,6.6,1,Yes,Online,34,Yes
CUST10771,31,Male,North,75873.83,0.5,Yes,Ignored,4,1,7,4.1,74.5,1071.65,10,107.16,0.286,5,0,Yes,Online,15,Yes
CUST10283,23,Female,South,34846.59,2.2,No,Ignored,9,4,10,1.9,38.7,2101.51,7,300.22,0.366,2.3,0,Yes,Online,34,No
CUST10986,56,Female,South,36682.45,4.9,Yes,Ignored,5,0,6,,12.7,593.35,6,98.89,0.386,8,1,No,Mobile App,199,No
CUST10654,69,Male,Central,50767.86,2.3,Yes,Ignored,3,1,3,2.5,63.7,298.25,7,42.61,0.474,7.9,2,No,Online,80,Yes
CUST10721,18,Female,North,15932.16,1.9,No,Responded,6,2,10,6.9,11.2,1811.15,7,258.74,0.262,7.7,2,Yes,Online,70,No
CUST10628,39,Male,West,42057.9,0.6,No,Responded,6,3,9,8.1,44.2,369.7,6,61.62,0.11,6.2,2,No,Online,43,Yes
CUST10285,18,Female,North,41146.51,0,No,Responded,1,0,10,0.1,39,1130.28,6,188.38,0.384,7,4,Yes,Mobile App,77,Yes
CUST11106,45,Female,West,82356.51,1.4,Yes,Responded,7,3,7,1.8,76.9,870.89,10,87.09,0.192,6.1,2,No,Online,23,No
CUST10037,18,Male,South,82508.93,6,No,Responded,9,2,9,2.1,55.7,728.46,7,104.07,0.17,9.8,1,Yes,In-Store,292,Yes
CUST10562,48,Male,West,39021.73,0,Yes,Responded,3,1,7,1.4,54.8,937.89,7,133.98,0.283,7.9,3,Yes,Online,56,No
CUST10898,52,Male,East,44267.71,8.8,No,Ignored,5,1,8,0.6,30,1694.38,10,169.44,0.504,8,1,Yes,Online,15,No
CUST10290,36,Female,North,44080.57,4.2,Yes,Unsubscribed,8,4,11,3.7,,1561.89,8,195.24,0.47,3.4,1,Yes,In-Store,66,Yes
CUST10134,27,Female,North,,0.9,Yes,Ignored,6,1,7,1.1,42.2,499.97,9,55.55,0.06,8.9,4,No,Online,36,No
CUST10105,43,Male,Central,115186.26,0.6,No,Responded,12,4,6,1.5,,1609.35,13,123.8,0.033,6.9,2,No,Online,67,No
CUST10649,46,Female,West,44954.78,3.7,No,Responded,6,1,8,3.2,23.3,957.42,5,191.48,0.517,6.2,1,No,Mobile App,63,Yes
CUST11020,44,Female,North,58174.83,1.3,Yes,Ignored,7,2,10,5.1,59.3,763.34,15,50.89,0.246,6.9,0,Yes,Mobile App,23,No
CUST10125,64,Female,South,48946.67,1.3,Yes,Ignored,6,1,8,2.9,78.8,1071.14,14,76.51,0.201,3.3,0,No,Online,9,No
CUST11134,35,Male,Central,87304.27,15,No,Ignored,6,2,9,6.9,93.9,1430.17,16,89.39,0.323,5.6,1,No,Online,19,Yes
CUST10707,59,Female,North,35746.45,0.3,Yes,Ignored,4,0,13,7.5,31.9,1968.25,10,196.82,0.178,5.7,1,Yes,In-Store,20,No
CUST10852,30,Male,North,739660.5457,1.6,Yes,Responded,10,5,9,,60.9,1475.97,16,92.25,0.092,9.4,1,Yes,In-Store,6,No
CUST10784,45,Female,South,91209.36,1.1,Yes,Responded,7,2,7,1.2,60.8,1234.55,10,123.46,,9.8,2,Yes,Online,184,No
CUST10384,29,Female,Central,70397.48,9.3,Yes,Responded,11,5,2,0.4,98.6,1121.73,9,124.64,0.367,8.6,0,No,In-Store,15,No
CUST10759,46,Female,South,23997.74,1.3,No,Ignored,5,2,12,2,29.8,1016.55,13,78.2,0.257,7.3,1,No,Mobile App,45,Yes
CUST10161,47,Female,South,127583.64,1.8,No,Ignored,3,0,8,0.6,49.3,924.16,10,92.42,0.414,4.5,1,No,In-Store,1,Yes
CUST10583,65,Male,West,44363.12,8.6,Yes,Responded,9,2,9,8.2,24.5,748.31,3,249.44,0.295,4.7,1,Yes,Online,48,No
CUST11137,23,Male,Central,50697.08,0.4,Yes,Responded,8,3,8,2,67.4,1150.67,11,104.61,0.123,2,0,No,Online,88,Yes
CUST10199,24,Male,East,100174.33,0.7,Yes,Responded,5,1,6,0.7,64,777.21,5,155.44,0.335,8.1,2,Yes,Online,8,No
CUST10777,35,Other,North,51513.3,4.3,Yes,Ignored,4,1,9,3.8,37.9,1293.22,6,215.54,0.328,5.3,3,Yes,Online,8,No
CUST10373,50,MALE,South,60826.04,1.8,No,Responded,6,1,8,2,65.9,862.81,9,95.87,0.072,6.4,0,Yes,Online,38,Yes
CUST10441,38,Female,West,86456.27,1.9,Yes,Responded,3,1,6,0.8,93.4,375.6,10,37.56,0.185,3.4,1,Yes,Online,159,Yes
CUST10119,47,Female,West,27531.49,5.7,Yes,Responded,8,2,12,7.2,27.1,653.1,6,108.85,,4.5,1,No,Online,105,No
CUST11110,36,Male,South,87126.21,8,No,Ignored,8,2,9,3.6,21.1,685.81,6,114.3,0.117,6.2,2,No,Mobile App,4,No
CUST10080,35,MALE,South,75081.31,17.3,No,Ignored,4,1,10,2.5,67.7,1193.53,11,108.5,0.183,7.8,1,No,In-Store,131,No
CUST11009,32,Male,South,43985.56,11.7,Yes,Ignored,9,3,10,,12.5,701.98,9,78,0.588,,2,Yes,Online,52,No
CUST11117,37,MALE,South,26915.82,2.4,No,Ignored,10,2,10,1.2,55.8,274.13,11,24.92,0.092,9.4,0,No,Online,52,No
CUST10714,38,Female,East,80947.49,15.2,No,Ignored,5,2,6,1.3,39.8,244.46,9,27.16,0.3,6.7,2,Yes,Mobile App,7,Yes
CUST10374,64,Female,North,97034.4,3.6,Yes,Responded,10,4,5,2.7,77.8,1459.95,10,146,0.203,5.6,1,Yes,In-Store,23,Yes
CUST10211,52,Female,West,57337.71,1.1,Yes,Responded,6,2,9,4.3,17.9,1316.42,8,164.55,0.185,5.4,0,No,In-Store,32,No
CUST10612,41,Female,West,57187.57,3,Yes,Ignored,7,1,7,4.4,2.7,1816.91,7,259.56,0.243,4,3,No,In-Store,52,Yes
CUST11022,38,Male,East,38928.69,0.3,Yes,Responded,5,0,15,2.7,84.1,1377.7,7,196.81,0.171,8.9,1,No,Online,39,No
CUST10118,52,Male,East,72238.78,9.8,No,Ignored,10,3,7,5.3,21.5,1269.47,6,211.58,0.223,6.8,1,No,In-Store,44,No
CUST10597,26,Female,West,44103.86,0.3,Yes,Ignored,3,1,6,7.3,72.9,299.78,9,33.31,0.399,4.9,0,Yes,Online,9,No
CUST10529,27,Male,East,24850.04,5.1,Yes,Ignored,11,3,8,0.2,39.1,605.01,16,37.81,0.157,6.6,1,No,Online,40,No
CUST11156,30,Female,West,,2.1,Yes,Responded,8,2,8,6,,370.98,8,46.37,0.276,3.8,1,No,Mobile App,15,No
CUST10921,26,Female,South,87148.63,0.3,No,Ignored,6,1,5,6,58.1,872.21,11,79.29,0.453,4.6,1,No,Online,182,Yes
CUST10377,40,Male,East,56204.53,1.7,No,Responded,3,1,8,1.4,93.2,626.04,11,56.91,0.213,7.7,1,Yes,Online,37,No
CUST10548,42,Female,East,98832.8,2.9,No,Ignored,9,4,9,4,13.5,1029.22,10,102.92,,7.9,0,No,Mobile App,154,Yes
CUST10887,34,Male,East,41663.79,2.1,No,Ignored,7,1,5,0.4,32.3,1019.43,7,145.63,0.267,6,2,Yes,Online,55,Yes
CUST10569,34,Female,North,110112.81,7.1,Yes,Responded,7,1,6,4.7,69.9,410.32,10,41.03,0.242,4.5,2,No,In-Store,46,No
CUST10532,37,Male,South,46524.1,1.6,Yes,Responded,3,0,5,0.3,89.7,1139.67,4,284.92,0.432,8.2,1,No,Mobile App,10,No
CUST10258,43,Female,Central,57867.49,1.8,Yes,Ignored,8,5,7,0.1,24.5,757.06,10,75.71,0.083,4.6,0,No,Online,80,Yes
CUST10292,31,Male,North,37497.6,2.7,No,Ignored,5,2,4,1.8,24.7,471.69,10,47.17,0.357,6,2,Yes,Mobile App,102,Yes
CUST10271,21,Male,West,56017.7,1.3,Yes,Ignored,2,0,7,10.6,6.6,154.46,11,14.04,0.208,4.8,1,No,Mobile App,114,No
CUST10127,31,Male,East,43585.97,1.2,Yes,Responded,10,6,9,3.4,15.2,395.87,10,39.59,0.112,5.8,2,Yes,In-Store,85,No
CUST10101,33,Female,South,65242.75,1.4,No,Responded,13,2,13,10,98.4,1084.45,11,98.59,0.16,7.4,1,No,In-Store,11,No
CUST10436,58,Male,East,52695.66,1.1,Yes,Ignored,5,2,10,5.1,86.9,1683.77,8,210.47,0.206,7.5,0,Yes,In-Store,32,No
CUST10357,35,Male,South,37457.67,2.4,Yes,Ignored,5,1,9,6,17.6,1205.39,7,172.2,0.138,10,0,Yes,Online,73,No
CUST10618,44,Female,South,55855.98,2.8,Yes,Responded,12,4,9,2.1,90.2,1111.82,14,79.42,0.348,8.7,1,Yes,In-Store,108,Yes
CUST10682,32,Female,East,24183.57,1.4,No,Ignored,4,1,3,0.6,72.5,976.28,11,88.75,0.234,7.3,0,Yes,In-Store,8,No
CUST10645,35,Female,South,54252.54,1.6,No,Responded,6,3,9,0.8,22.9,2211.64,7,315.95,0.15,8.1,0,No,Mobile App,18,No
CUST10886,45,Other,North,55001.66,3.5,No,Responded,5,2,8,3.4,9.7,497.04,9,55.23,0.115,5.2,1,No,Online,6,No
CUST10488,58,Male,North,48100.53,2.6,Yes,Responded,8,1,12,2.1,69.3,429.77,5,85.95,0.195,9.2,3,No,Online,38,Yes
CUST10619,41,Male,South,92442.87,1.2,Yes,Responded,11,3,8,3,99.9,1485.73,14,106.12,0.525,7.8,1,No,In-Store,48,No
CUST10360,44,Male,East,97042.99,1.7,Yes,Ignored,6,1,10,,43.3,797.98,4,199.5,0.457,10,3,No,Online,73,No
CUST11072,39,Female,South,133889.16,3.2,Yes,Responded,3,1,10,3.2,,1108.98,3,369.66,0.36,4.9,1,Yes,In-Store,5,No
CUST10160,26,Female,South,50428.51,3.9,Yes,Ignored,7,4,9,,98,1206.38,8,150.8,0.36,10,3,Yes,Online,78,No
CUST10670,53,Female,South,32469.45,3.7,Yes,Ignored,10,6,11,3.1,16,1146.18,9,127.35,0.116,4.6,0,No,Online,17,No
CUST10399,53,Male,West,94600.84,2.4,Yes,Unsubscribed,2,0,14,2.1,62.1,864.25,9,96.03,0.267,8.4,1,No,Mobile App,29,No
CUST10453,44,Male,East,57572.09,0.5,No,Ignored,5,0,9,8.2,13.8,1136.55,8,142.07,0.188,4.9,1,Yes,In-Store,34,No
CUST10509,28,Male,North,31145.46,5.2,Yes,Ignored,6,2,5,0.8,87.6,1065.14,9,118.35,0.104,2.6,1,Yes,Online,26,No
CUST10920,51,Female,North,62721.32,2.6,Yes,Responded,7,4,5,15.8,77.3,1109.9,10,110.99,0.2,7.4,1,No,Online,99,Yes
CUST10052,30,Male,West,23097.65,5.2,No,Unsubscribed,2,0,16,0.5,66.9,1181.84,10,118.18,0.353,9.9,2,No,Mobile App,18,No
CUST10581,33,Male,West,85659,5.9,No,Responded,13,7,9,0.4,91.2,749.51,7,107.07,0.244,7,2,No,Online,215,No
CUST10174,41,Male,West,137978.36,0.5,Yes,Ignored,12,4,5,4.2,17.6,922.83,7,131.83,0.469,1.6,1,No,Online,3,No
CUST10320,39,Male,South,,0.6,Yes,Ignored,10,1,7,4.7,52.8,748.45,13,57.57,0.039,5.4,0,Yes,Mobile App,56,No
CUST10469,31,Female,North,41666.43,3.4,Yes,Ignored,7,1,11,0.3,44.6,972.97,10,97.3,0.122,7.6,1,No,In-Store,79,Yes
CUST10806,41,Female,North,81132.78,1.8,Yes,Ignored,5,0,12,5.4,1.4,616.41,9,68.49,,7.1,0,No,Online,83,No
CUST11133,43,Female,West,40594.19,0.5,Yes,Responded,9,6,7,3.4,0.1,1285.6,6,214.27,0.244,7.6,1,No,In-Store,8,No
CUST10079,18,Female,North,57201.01,0.3,No,Ignored,7,5,8,0.6,74.6,1157.93,5,231.59,0.326,10,1,Yes,Mobile App,5,No
CUST10697,23,Female,East,14274.09,1.6,Yes,Responded,4,0,6,7,1.5,1195.16,8,149.4,0.326,6.9,1,No,Online,10,No
CUST10457,26,Female,West,41906.4,2.3,No,Ignored,10,1,6,0.6,73.5,1820.79,9,202.31,0.091,6,1,Yes,In-Store,141,Yes
CUST10290,36,Female,North,44080.57,4.2,Yes,Unsubscribed,8,4,11,3.7,,1561.89,8,195.24,0.47,3.4,1,Yes,In-Store,66,Yes
CUST10370,38,Male,South,47950.81,2.7,No,Responded,8,2,7,0.6,19.5,2069.05,12,172.42,0.164,6.1,2,Yes,In-Store,48,No
CUST10914,37,Female,North,63999.85,0,Yes,Ignored,7,1,7,5.2,35.3,508.49,11,46.23,0.457,4.4,1,No,In-Store,11,No
CUST10477,42,Male,Central,99268.43,4.5,No,Responded,12,2,7,0.4,36.7,772,9,85.78,0.273,6.2,3,No,In-Store,55,Yes
CUST10890,48,Female,South,55023.43,2.6,Yes,Ignored,6,1,4,2.3,88.1,628.23,14,44.87,0.221,3.3,2,No,Online,52,Yes
CUST11028,45,Other,West,54674.96,1.9,Yes,Ignored,8,3,7,4,46,1320.79,11,120.07,0.052,5.3,1,Yes,In-Store,27,No
CUST10810,36,Female,North,41918.43,7.2,Yes,Ignored,6,0,10,3.7,79.4,684.6,9,76.07,0.173,7.1,1,Yes,Online,9,Yes
CUST10473,54,Female,North,65501.66,0.5,yes,Ignored,5,3,6,4.8,9,687.71,11,62.52,0.137,9.3,2,Yes,Online,94,Yes
CUST10197,40,Female,North,17229.64,1.3,Yes,Responded,4,0,4,5.7,72.5,620.72,8,77.59,0.336,8.9,1,Yes,Online,28,No
CUST10185,47,Male,East,127858.07,5.3,No,Ignored,10,1,8,2.8,91.3,1227.88,11,111.63,0.138,8.2,1,Yes,Online,52,No
CUST10712,31,Female,South,88637.14,2,Yes,Ignored,14,6,8,0,4.3,1459.93,6,243.32,0.124,7.1,2,No,Online,18,No
CUST10421,59,Male,South,84413.75,0.3,Yes,Ignored,2,1,6,3.8,94.4,501.11,8,62.64,0.27,10,2,No,In-Store,10,Yes
CUST10451,49,Male,South,,,Yes,Ignored,7,2,6,5.6,45,592.43,17,34.85,0.136,5.9,0,No,In-Store,100,Yes
CUST10256,53,Male,East,121989.89,3.3,Yes,Responded,10,3,7,,47.2,1480.22,12,123.35,,6.9,3,Yes,In-Store,76,No
CUST10135,57,Female,North,21181.5,2.2,No,Ignored,7,2,11,2.3,59.1,827.11,9,91.9,0.325,7.1,1,No,Online,40,Yes
CUST10800,49,Female,South,34502.64,3.3,Yes,Unsubscribed,6,0,5,6.6,86.5,1203.88,5,240.78,0.078,5.4,1,No,In-Store,10,Yes
CUST10798,38,Female,North,50221.03,6.3,No,Ignored,2,0,7,4.7,16.9,821.23,5,164.25,0.103,5.2,1,No,In-Store,23,No
CUST10835,41,Male,Central,43740.18,0.5,Yes,Ignored,6,1,11,0.6,19.7,197.05,8,24.63,0.124,6.8,0,No,Mobile App,17,No
CUST10789,18,Male,South,77535.92,1.8,Yes,Ignored,4,1,6,1.2,74.8,897.65,8,112.21,,3.9,1,Yes,Online,102,No
CUST11081,34,MALE,South,65605.43,3.8,Yes,Ignored,6,1,9,3.3,78.3,333.97,11,30.36,0.241,7.9,0,No,Online,5,No
CUST11162,21,Female,North,,0.8,Yes,Ignored,6,1,5,7.5,82.5,1417.72,11,128.88,0.545,4.9,2,Yes,Mobile App,301,Yes
CUST10049,18,Male,East,68530.42,2,Yes,Unsubscribed,11,1,5,0.9,41.9,1012.6,13,77.89,0.402,7.8,1,No,Online,15,No
CUST10875,60,Male,Central,53883.03,15.9,Yes,Ignored,7,1,5,3.8,30.1,1020.39,9,113.38,0.507,7.2,1,Yes,In-Store,108,No
CUST10775,19,Male,North,42074.62,3.6,Yes,Ignored,9,5,5,3.3,63.1,610.38,7,87.2,0.397,7.7,2,No,Mobile App,6,No
CUST10526,18,Female,West,41143.87,5.9,No,Responded,2,0,7,3.6,23.8,2091.2,5,418.24,0.269,9.4,1,Yes,Online,86,No
CUST11175,35,Male,South,43858.25,2.2,Yes,Ignored,9,5,8,1.1,79.5,1056.06,8,132.01,0.053,5.7,3,No,Mobile App,22,No
